id,TryStartLine,TryEndLine,TryLOC,CatchStartLine,CatchEndLine,CatchLOC,CatchStart,CatchLength,MethodStartLine,MethodEndLine,MethodLOC,Binded,RecoveredBinding,Kind,Checked,ParentNodeType,RecoverFlag,InnerCatch,ParentTryStartLine,Logged,MultiLog,Abort,Default,GetCause,OtherInvocation,NumThrown,NumThrowNew,NumThrowWrapCurrentException,Return,Continue,EmptyBlock,CatchException,FinallyThrowing,NumDistinctMethods,NumMethodsNotBinded,NumDistinctExceptions,NumSpecificHandler,NumSubsumptionHandler,NumSupersumptionHandler,NumOtherHandler,MaxLevel,NumIsBindingInfo,NumIsDocSemantic,NumIsDocSyntax,NumIsThrow,ToDo,ExceptionType,ParentMethod,ParentType,Filename,StartLine
1195,943,947,2,947,950,1,35697,125,837,976,90,1,1,-9,0,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,"Throwable","postProcessInsert(AST)","org.hibernate.hql.internal.ast.HqlSqlWalker","hibernate-core\src\main\java\org\hibernate\hql\internal\ast\HqlSqlWalker.java",947
1196,1379,1386,5,1389,1392,1,50743,71,1378,1393,13,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,1,1,0,0,0,1,2,0,0,0,1,0,"Throwable","validateMapPropertyExpression(AST)","org.hibernate.hql.internal.ast.HqlSqlWalker","hibernate-core\src\main\java\org\hibernate\hql\internal\ast\HqlSqlWalker.java",1389
1197,106,114,3,114,117,1,3716,80,104,120,11,1,1,-9,0,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,"Throwable","getSqlAssignmentFragment()","org.hibernate.hql.internal.ast.tree.AssignmentSpecification","hibernate-core\src\main\java\org\hibernate\hql\internal\ast\tree\AssignmentSpecification.java",114
1198,125,128,1,128,131,0,4680,67,83,134,36,1,1,-9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,2,0,0,0,2,7,2,0,0,0,0,"Throwable","resolve(boolean,boolean,String,AST)","org.hibernate.hql.internal.ast.tree.IdentNode","hibernate-core\src\main\java\org\hibernate\hql\internal\ast\tree\IdentNode.java",128
1199,199,202,1,202,204,0,7370,5,193,206,11,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2,5,0,0,1,2,0,"Throwable","getNakedPropertyType(FromElement)","org.hibernate.hql.internal.ast.tree.IdentNode","hibernate-core\src\main\java\org\hibernate\hql\internal\ast\tree\IdentNode.java",202
1200,258,263,1,263,267,1,9449,90,242,274,23,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,2,5,0,0,1,2,0,"Throwable","resolveAsNakedComponentPropertyRefLHS(DotNode)","org.hibernate.hql.internal.ast.tree.IdentNode","hibernate-core\src\main\java\org\hibernate\hql\internal\ast\tree\IdentNode.java",263
1201,283,288,1,288,292,1,10134,90,275,300,16,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,2,5,0,0,1,2,0,"Throwable","resolveAsNakedComponentPropertyRefRHS(DotNode)","org.hibernate.hql.internal.ast.tree.IdentNode","hibernate-core\src\main\java\org\hibernate\hql\internal\ast\tree\IdentNode.java",288
1202,397,400,1,400,402,0,10751,7,392,406,12,1,1,-9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,"Throwable","generateTokenNameCache(Class)","org.hibernate.hql.internal.ast.util.ASTUtil","hibernate-core\src\main\java\org\hibernate\hql\internal\ast\util\ASTUtil.java",400
1203,221,246,20,246,249,1,8372,96,220,250,25,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,14,14,0,0,0,0,0,1,0,0,0,0,0,"Throwable","determineIntegerRepresentation(String,int)","org.hibernate.hql.internal.ast.util.LiteralProcessor","hibernate-core\src\main\java\org\hibernate\hql\internal\ast\util\LiteralProcessor.java",246
1204,270,273,1,273,276,1,9257,100,251,279,24,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","determineDecimalRepresentation(String,int)","org.hibernate.hql.internal.ast.util.LiteralProcessor","hibernate-core\src\main\java\org\hibernate\hql\internal\ast\util\LiteralProcessor.java",273
1205,299,308,4,308,314,1,10501,147,298,315,9,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,4,0,0,0,0,0,1,0,0,0,0,0,"Throwable","format(BigDecimal)","org.hibernate.hql.internal.ast.util.LiteralProcessor.ApproximateDecimalFormatter","hibernate-core\src\main\java\org\hibernate\hql\internal\ast\util\LiteralProcessor.java",308
1206,176,179,1,179,182,0,6314,22,167,185,15,1,1,-9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,1,1,0,0,1,0,0,"Throwable","cleanUpRows(String,SharedSessionContractImplementor)","org.hibernate.hql.spi.id.global.GlobalTemporaryTableBulkIdStrategy","hibernate-core\src\main\java\org\hibernate\hql\spi\id\global\GlobalTemporaryTableBulkIdStrategy.java",179
1207,83,86,1,86,89,0,2821,24,72,95,17,1,1,-9,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","execute(Connection)","org.hibernate.hql.spi.id.local.Helper.TemporaryTableCreationWork","hibernate-core\src\main\java\org\hibernate\hql\spi\id\local\Helper.java",86
1208,142,147,3,147,150,1,4695,50,117,162,34,1,1,-9,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,"Throwable","releaseTempTable(IdTableInfoImpl,AfterUseAction,TempTableDdlTransactionHandling,SharedSessionContractImplementor)","org.hibernate.hql.spi.id.local.Helper","hibernate-core\src\main\java\org\hibernate\hql\spi\id\local\Helper.java",147
1209,152,155,1,155,158,0,4922,24,117,162,34,1,1,-9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,1,1,0,0,1,0,0,"Throwable","releaseTempTable(IdTableInfoImpl,AfterUseAction,TempTableDdlTransactionHandling,SharedSessionContractImplementor)","org.hibernate.hql.spi.id.local.Helper","hibernate-core\src\main\java\org\hibernate\hql\spi\id\local\Helper.java",155
1210,184,187,1,187,190,0,5765,24,173,196,17,1,1,-9,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","execute(Connection)","org.hibernate.hql.spi.id.local.Helper.TemporaryTableDropWork","hibernate-core\src\main\java\org\hibernate\hql\spi\id\local\Helper.java",187
1211,50,53,1,53,56,0,1753,24,39,63,21,1,1,-9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,1,1,0,0,1,0,0,"Throwable","cleanUpRows(String,SharedSessionContractImplementor)","org.hibernate.hql.spi.id.persistent.Helper","hibernate-core\src\main\java\org\hibernate\hql\spi\id\persistent\Helper.java",53
1212,65,68,1,68,72,2,2234,123,57,84,22,1,1,-9,0,25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2,2,1,0,1,0,0,"Throwable","buildOptimizer(String,Class,int)","org.hibernate.id.enhanced.OptimizerFactory","hibernate-core\src\main\java\org\hibernate\id\enhanced\OptimizerFactory.java",68
1213,74,78,2,78,81,1,2544,50,57,84,22,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,"Throwable","buildOptimizer(String,Class,int)","org.hibernate.id.enhanced.OptimizerFactory","hibernate-core\src\main\java\org\hibernate\id\enhanced\OptimizerFactory.java",78
1214,107,110,1,110,113,0,3228,41,91,129,30,1,1,-9,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,1,1,0,0,1,0,0,"Throwable","getNextValue()","org.hibernate.id.enhanced.SequenceStructure","hibernate-core\src\main\java\org\hibernate\id\enhanced\SequenceStructure.java",110
1215,106,109,1,109,115,3,3048,164,96,118,14,1,1,-9,0,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,"Throwable","close()","org.hibernate.internal.AbstractScrollableResults","hibernate-core\src\main\java\org\hibernate\internal\AbstractScrollableResults.java",109
1216,67,70,1,70,74,1,2046,127,63,80,14,1,1,-9,0,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,"Throwable","close()","org.hibernate.internal.IteratorImpl","hibernate-core\src\main\java\org\hibernate\internal\IteratorImpl.java",70
1217,964,970,2,970,974,2,34547,82,939,976,28,1,1,-9,0,25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,1,0,0,0,1,1,0,0,1,0,0,"Throwable","buildCurrentSessionContext()","org.hibernate.internal.SessionFactoryImpl","hibernate-core\src\main\java\org\hibernate\internal\SessionFactoryImpl.java",970
1218,2371,2374,1,2374,2377,1,74913,68,2367,2378,9,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,"Throwable","beforeTransactionCompletion()","org.hibernate.internal.SessionImpl","hibernate-core\src\main\java\org\hibernate\internal\SessionImpl.java",2374
1219,2398,2401,1,2401,2404,1,75685,67,2380,2411,23,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,"Throwable","afterTransactionCompletion(boolean,boolean)","org.hibernate.internal.SessionImpl","hibernate-core\src\main\java\org\hibernate\internal\SessionImpl.java",2401
1220,2614,2617,1,2617,2620,1,81237,76,2609,2621,10,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,"Throwable","beforeCompletion()","org.hibernate.internal.SessionImpl","hibernate-core\src\main\java\org\hibernate\internal\SessionImpl.java",2617
1221,74,80,1,80,83,1,2103,96,65,98,25,1,1,-9,0,70,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,1,0,0,0,0,0,"Throwable","copyListeners()","org.hibernate.internal.util.Cloneable","hibernate-core\src\main\java\org\hibernate\internal\util\Cloneable.java",80
1222,119,135,14,138,141,1,3793,78,117,142,23,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,2,0,0,0,2,1,0,0,0,2,0,"Throwable","internalCheckListeners(BeanInfo)","org.hibernate.internal.util.Cloneable","hibernate-core\src\main\java\org\hibernate\internal\util\Cloneable.java",138
1223,463,466,1,466,469,1,14178,21,462,470,6,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","extractFromSystem(String)","org.hibernate.internal.util.config.ConfigurationHelper","hibernate-core\src\main\java\org\hibernate\internal\util\config\ConfigurationHelper.java",466
1224,143,149,4,149,151,0,4939,5,142,153,9,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,"Throwable","classForName(String,Class)","org.hibernate.internal.util.ReflectHelper","hibernate-core\src\main\java\org\hibernate\internal\util\ReflectHelper.java",149
1225,170,176,4,176,178,0,5864,5,169,180,9,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,"Throwable","classForName(String)","org.hibernate.internal.util.ReflectHelper","hibernate-core\src\main\java\org\hibernate\internal\util\ReflectHelper.java",176
1226,234,237,1,237,240,1,7924,21,232,247,13,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,"Throwable","getConstantValue(String,ClassLoaderService)","org.hibernate.internal.util.ReflectHelper","hibernate-core\src\main\java\org\hibernate\internal\util\ReflectHelper.java",237
1227,240,243,1,243,246,1,8054,21,232,247,13,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,"Throwable","getConstantValue(String,ClassLoaderService)","org.hibernate.internal.util.ReflectHelper","hibernate-core\src\main\java\org\hibernate\internal\util\ReflectHelper.java",243
1228,109,112,1,112,115,1,4452,21,108,116,6,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,1,0,0,0,1,2,0,0,0,1,0,"Throwable","resolveInLocalNamespace(String)","org.hibernate.internal.util.xml.DTDEntityResolver","hibernate-core\src\main\java\org\hibernate\internal\util\xml\DTDEntityResolver.java",112
1229,70,86,8,95,101,1,3691,159,69,102,19,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,4,1,0,0,0,0,1,0,0,0,1,0,"Throwable","buildBeanManagerListenerFactory(Object,String)","org.hibernate.jpa.event.spi.jpa.ListenerFactoryBuilder","hibernate-core\src\main\java\org\hibernate\jpa\event\spi\jpa\ListenerFactoryBuilder.java",95
1230,2322,2325,1,2341,2344,1,82393,22,2321,2346,19,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,3,1,1,0,2,0,0,"Throwable","check(int,Serializable,int,Expectation,PreparedStatement)","org.hibernate.persister.entity.AbstractEntityPersister","hibernate-core\src\main\java\org\hibernate\persister\entity\AbstractEntityPersister.java",2341
1231,61,64,1,64,67,1,1894,47,58,114,48,1,1,-9,0,25,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,12,4,0,0,0,4,6,1,0,2,1,0,"Throwable","invoke(Object,Method,Method,Object[])","org.hibernate.proxy.pojo.javassist.JavassistLazyInitializer","hibernate-core\src\main\java\org\hibernate\proxy\pojo\javassist\JavassistLazyInitializer.java",64
1232,121,128,4,128,132,2,3858,154,108,133,11,1,1,-9,0,31,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,"Throwable","getProxy(Serializable,SharedSessionContractImplementor)","org.hibernate.proxy.pojo.javassist.JavassistProxyFactory","hibernate-core\src\main\java\org\hibernate\proxy\pojo\javassist\JavassistProxyFactory.java",128
1233,153,160,5,160,165,3,5062,175,134,166,14,1,1,-9,0,31,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,"Throwable","deserializeProxy(SerializableProxy)","org.hibernate.proxy.pojo.javassist.JavassistProxyFactory","hibernate-core\src\main\java\org\hibernate\proxy\pojo\javassist\JavassistProxyFactory.java",160
1234,120,124,2,124,131,3,3844,257,105,137,26,1,1,-9,0,54,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,"Throwable","doInSuspendedTransaction(HibernateCallable<T>)","org.hibernate.resource.transaction.backend.jta.internal.JtaIsolationDelegate","hibernate-core\src\main\java\org\hibernate\resource\transaction\backend\jta\internal\JtaIsolationDelegate.java",124
1235,182,186,1,186,189,1,5658,61,167,195,23,1,1,-9,0,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,1,1,0,1,0,0,"Throwable","doTheWork(WorkExecutorVisitable<T>)","org.hibernate.resource.transaction.backend.jta.internal.JtaIsolationDelegate","hibernate-core\src\main\java\org\hibernate\resource\transaction\backend\jta\internal\JtaIsolationDelegate.java",186
1236,59,62,1,62,69,2,2053,233,54,72,12,1,1,-9,0,70,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","notifySynchronizationsBeforeTransactionCompletion()","org.hibernate.resource.transaction.internal.SynchronizationRegistryStandardImpl","hibernate-core\src\main\java\org\hibernate\resource\transaction\internal\SynchronizationRegistryStandardImpl.java",62
1237,83,86,1,86,93,2,2716,238,74,100,17,1,1,-9,0,70,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","notifySynchronizationsAfterTransactionCompletion(int)","org.hibernate.resource.transaction.internal.SynchronizationRegistryStandardImpl","hibernate-core\src\main\java\org\hibernate\resource\transaction\internal\SynchronizationRegistryStandardImpl.java",86
1238,166,169,1,169,172,1,5423,35,159,187,21,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1,0,0,"Throwable","resolveIdent(AST)","org.hibernate.sql.ordering.antlr.OrderByFragmentParser","hibernate-core\src\main\java\org\hibernate\sql\ordering\antlr\OrderByFragmentParser.java",169
1239,45,48,1,51,54,1,1828,80,38,74,26,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","translate(TranslationContext,String)","org.hibernate.sql.ordering.antlr.OrderByFragmentTranslator","hibernate-core\src\main\java\org\hibernate\sql\ordering\antlr\OrderByFragmentTranslator.java",51
1240,62,65,1,68,71,1,2379,88,38,74,26,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,"Throwable","translate(TranslationContext,String)","org.hibernate.sql.ordering.antlr.OrderByFragmentTranslator","hibernate-core\src\main\java\org\hibernate\sql\ordering\antlr\OrderByFragmentTranslator.java",68
1241,37,40,1,40,43,0,1246,52,34,46,9,1,1,-9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","prepare(boolean)","org.hibernate.tool.hbm2ddl.SuppliedConnectionHelper","hibernate-core\src\main\java\org\hibernate\tool\hbm2ddl\SuppliedConnectionHelper.java",40
1242,42,45,1,45,48,0,1586,52,38,51,10,1,1,-9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","prepare(boolean)","org.hibernate.tool.hbm2ddl.SuppliedConnectionProviderConnectionHelper","hibernate-core\src\main\java\org\hibernate\tool\hbm2ddl\SuppliedConnectionProviderConnectionHelper.java",45
1243,94,97,1,97,100,1,4031,119,91,101,8,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","constructTuplizer(Class<? extends ComponentTuplizer>,Component)","org.hibernate.tuple.component.ComponentTuplizerFactory","hibernate-core\src\main\java\org\hibernate\tuple\component\ComponentTuplizerFactory.java",97
1244,87,90,1,90,93,1,3695,119,84,94,8,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","constructTuplizer(Class<? extends EntityTuplizer>,EntityMetamodel,PersistentClass)","org.hibernate.tuple.entity.EntityTuplizerFactory","hibernate-core\src\main\java\org\hibernate\tuple\entity\EntityTuplizerFactory.java",90
1245,300,303,1,303,306,1,10082,21,295,307,9,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,1,0,"Throwable","getConstructor(PersistentClass)","org.hibernate.tuple.PropertyFactory","hibernate-core\src\main\java\org\hibernate\tuple\PropertyFactory.java",303
1246,496,499,1,508,514,2,17083,221,482,521,28,1,1,-9,0,54,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","call()","org.hibernate.jpa.test.lock.LockTest","hibernate-core\src\test\java\org\hibernate\jpa\test\lock\LockTest.java",508
1247,590,593,1,600,603,1,20305,97,576,610,25,1,1,-9,0,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","call()","org.hibernate.jpa.test.lock.LockTest","hibernate-core\src\test\java\org\hibernate\jpa\test\lock\LockTest.java",600
1248,679,682,1,689,692,1,23441,97,665,699,25,1,1,-9,0,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","call()","org.hibernate.jpa.test.lock.LockTest","hibernate-core\src\test\java\org\hibernate\jpa\test\lock\LockTest.java",689
1249,764,775,6,780,786,1,26664,146,755,793,28,1,1,-9,0,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,1,0,0,0,0,0,"Throwable","call()","org.hibernate.jpa.test.lock.LockTest","hibernate-core\src\test\java\org\hibernate\jpa\test\lock\LockTest.java",780
1250,859,869,5,874,880,1,30052,146,850,887,27,1,1,-9,0,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,1,0,0,0,0,0,"Throwable","call()","org.hibernate.jpa.test.lock.LockTest","hibernate-core\src\test\java\org\hibernate\jpa\test\lock\LockTest.java",874
1251,954,957,1,962,965,1,33121,97,944,972,23,1,1,-9,0,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","call()","org.hibernate.jpa.test.lock.LockTest","hibernate-core\src\test\java\org\hibernate\jpa\test\lock\LockTest.java",962
1252,82,85,1,85,93,4,2697,396,37,98,49,1,1,-9,0,54,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,"Throwable","testUpgradeReadLockToOptimisticForceIncrement()","org.hibernate.jpa.test.lock.UpgradeLockTest","hibernate-core\src\test\java\org\hibernate\jpa\test\lock\UpgradeLockTest.java",85
1253,66,72,4,86,89,1,3335,41,65,102,26,1,1,-9,0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,7,0,0,0,0,0,"Throwable","run()","org.hibernate.jpa.test.transaction.TransactionRolledBackInDifferentThreadTest","hibernate-core\src\test\java\org\hibernate\jpa\test\transaction\TransactionRolledBackInDifferentThreadTest.java",86
1254,108,117,3,127,130,1,4621,41,107,142,23,1,1,-9,0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,"Throwable","run()","org.hibernate.jpa.test.transaction.TransactionRolledBackInDifferentThreadTest","hibernate-core\src\test\java\org\hibernate\jpa\test\transaction\TransactionRolledBackInDifferentThreadTest.java",127
1255,54,57,1,57,60,1,1670,99,45,63,14,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,2,0,0,0,2,2,1,0,1,0,0,"Throwable","isInstance(Object)","org.hibernate.test.annotations.tuplizer.DynamicInstantiator","hibernate-core\src\test\java\org\hibernate\test\annotations\tuplizer\DynamicInstantiator.java",57
1256,60,64,2,67,70,1,1921,52,47,75,23,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,1,0,"Throwable","testProxiedInvocationException()","org.hibernate.test.bytecode.javassist.InvocationTargetExceptionTest","hibernate-core\src\test\java\org\hibernate\test\bytecode\javassist\InvocationTargetExceptionTest.java",67
1257,75,78,1,78,80,0,2506,11,67,83,14,1,1,-9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,2,0,0,1,0,0,"Throwable","execute(Connection)","org.hibernate.test.cascade.RefreshTest","hibernate-core\src\test\java\org\hibernate\test\cascade\RefreshTest.java",78
1258,78,81,1,81,83,0,2508,6,76,85,7,1,1,-9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,"Throwable","release(Session)","org.hibernate.test.connections.ConnectionManagementTestCase","hibernate-core\src\test\java\org\hibernate\test\connections\ConnectionManagementTestCase.java",81
1259,272,278,4,278,287,7,8020,109,268,298,28,1,1,-9,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,1,0,0,1,1,1,0,1,0,0,"Throwable","testBasicSessionUsage()","org.hibernate.test.connections.ConnectionManagementTestCase","hibernate-core\src\test\java\org\hibernate\test\connections\ConnectionManagementTestCase.java",278
1260,280,283,1,283,285,0,8108,7,268,298,28,1,1,-9,0,25,0,1,278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","testBasicSessionUsage()","org.hibernate.test.connections.ConnectionManagementTestCase","hibernate-core\src\test\java\org\hibernate\test\connections\ConnectionManagementTestCase.java",283
1261,289,292,1,292,294,0,8235,7,268,298,28,1,1,-9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,"Throwable","testBasicSessionUsage()","org.hibernate.test.connections.ConnectionManagementTestCase","hibernate-core\src\test\java\org\hibernate\test\connections\ConnectionManagementTestCase.java",292
1262,313,317,2,317,319,0,8770,5,303,341,32,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","testSessionClosedProtections()","org.hibernate.test.connections.ConnectionManagementTestCase","hibernate-core\src\test\java\org\hibernate\test\connections\ConnectionManagementTestCase.java",317
1263,320,324,2,324,326,0,8902,5,303,341,32,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,"Throwable","testSessionClosedProtections()","org.hibernate.test.connections.ConnectionManagementTestCase","hibernate-core\src\test\java\org\hibernate\test\connections\ConnectionManagementTestCase.java",324
1264,327,331,2,331,333,0,9017,5,303,341,32,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,1,0,0,"Throwable","testSessionClosedProtections()","org.hibernate.test.connections.ConnectionManagementTestCase","hibernate-core\src\test\java\org\hibernate\test\connections\ConnectionManagementTestCase.java",331
1265,334,338,2,338,340,0,9139,5,303,341,32,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,1,0,0,"Throwable","testSessionClosedProtections()","org.hibernate.test.connections.ConnectionManagementTestCase","hibernate-core\src\test\java\org\hibernate\test\connections\ConnectionManagementTestCase.java",338
1266,53,59,4,59,61,0,2058,5,52,62,8,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Throwable","releaseConnectionProvider()","org.hibernate.test.connections.SuppliedConnectionTest","hibernate-core\src\test\java\org\hibernate\test\connections\SuppliedConnectionTest.java",59
1267,118,139,8,139,141,0,3969,5,115,143,13,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,13,9,0,0,0,9,98,2,0,6,1,0,"Throwable","prepareTest()","org.hibernate.test.connections.SuppliedConnectionTest","hibernate-core\src\test\java\org\hibernate\test\connections\SuppliedConnectionTest.java",139
